datetime,open,high,low,close,volume
2025-09-27 04:00:00,2.1379,2.795,2.1133,2.2851,15040639.0
2025-09-27 08:00:00,2.285,2.4676,1.81,2.1712,16824211.0
2025-09-27 12:00:00,2.167,2.7707,2.08,2.4878,14995119.0
2025-09-27 16:00:00,2.4858,2.74,2.2,2.4195,11499144.0
2025-09-27 20:00:00,2.4224,2.4224,1.7,1.9433,15553704.0
2025-09-28 00:00:00,1.9446,2.0794,1.735,1.9664,4950120.0
2025-09-28 04:00:00,1.9674,2.2171,1.79,1.79,4349540.0
2025-09-28 08:00:00,1.7901,2.01,1.5998,1.8841,6403555.0
2025-09-28 12:00:00,1.8808,2.2601,1.622,1.996,9917118.0
2025-09-28 16:00:00,1.9927,2.188,1.9217,2.0845,3546012.0
2025-09-28 20:00:00,2.0882,2.2075,1.9665,2.1605,4770356.0
2025-09-29 00:00:00,2.1612,2.57,2.0649,2.4189,5890664.0
2025-09-29 04:00:00,2.412,2.4217,2.2573,2.2895,2036862.0
2025-09-29 08:00:00,2.2959,2.5939,2.2737,2.3051,5682104.0
2025-09-29 12:00:00,2.308,2.3106,1.9269,2.0051,6048197.0
2025-09-29 16:00:00,2.001,2.0212,1.65,1.7964,10533095.0
2025-09-29 20:00:00,1.7942,1.9194,1.6796,1.7576,3031649.0
2025-09-30 00:00:00,1.7574,1.8556,1.7,1.7108,1659306.0
2025-09-30 04:00:00,1.7107,1.8068,1.5329,1.6124,3712310.0
2025-09-30 08:00:00,1.6123,1.6636,1.4806,1.536,3752933.0
2025-09-30 12:00:00,1.535,1.5723,1.2152,1.3847,8285246.0
2025-09-30 16:00:00,1.3827,1.5024,1.3,1.4417,3761126.0
2025-09-30 20:00:00,1.4396,1.5572,1.4069,1.5336,2472866.0
2025-10-01 00:00:00,1.5339,1.5993,1.4353,1.4497,2459574.0
2025-10-01 04:00:00,1.4489,1.6569,1.4414,1.6016,3036009.0
2025-10-01 08:00:00,1.6008,1.6969,1.5119,1.6756,3491312.0
2025-10-01 12:00:00,1.678,1.684,1.4848,1.585,1491121.0
2025-10-01 16:00:00,1.5844,1.7287,1.5561,1.6808,2135778.0
2025-10-01 20:00:00,1.6811,1.7116,1.6162,1.7016,1275578.0
2025-10-02 00:00:00,1.7056,1.7619,1.583,1.6188,2169720.0
2025-10-02 04:00:00,1.6168,1.7,1.5481,1.5826,1033758.0
2025-10-02 08:00:00,1.5833,1.8191,1.5792,1.8191,1975487.0
2025-10-02 12:00:00,1.7921,1.9639,1.7692,1.9132,3710294.0
2025-10-02 16:00:00,1.9132,1.9824,1.8049,1.8378,1685210.0
2025-10-02 20:00:00,1.8389,1.8425,1.6545,1.7814,2191051.0
2025-10-03 00:00:00,1.7816,1.8945,1.7119,1.7989,1645285.0
2025-10-03 04:00:00,1.798,1.8344,1.7206,1.7713,1206109.0
2025-10-03 08:00:00,1.768,1.7896,1.6559,1.7079,1495431.0
2025-10-03 12:00:00,1.7111,1.8009,1.6367,1.8001,1275718.0
