total_return_pct,win_rate_pct,expectancy_pct,max_dd_pct,trades,trades_per_day,sharpe,cds_threshold
-99.99999999150165,48.43855820603507,-0.029129264493322527,-99.99999999885708,13289,11.479193535809195,-0.6209453854671043,0.4
-99.9999998201739,48.431618569636136,-0.03434783981836506,-99.99999998402309,11158,9.638410826439836,-0.669150424899399,0.5
-99.99999812838381,48.291152930997185,-0.045955082389000985,-99.9999998543023,9246,7.9868028769728205,-0.8139501775763255,0.58
-99.99999623800457,47.820181991036264,-0.0841625021039348,-99.9999995819106,7363,6.360245466488306,-1.3237054378078275,0.66
-99.9914351161171,48.103411739775375,-0.05058314290767826,-99.99790963867898,4719,4.076327360635382,-0.637198778798323,0.8
