total_return_pct,win_rate_pct,expectancy_pct,max_dd_pct,trades,trades_per_day,sharpe
-99.99999812838381,48.291152930997185,-0.045955082389000985,-99.9999998543023,9246,7.9868028769728205,-0.8139501775763255
