trades,return_pct,max_dd_pct,win_rate_pct,expectancy_pct,sharpe,monthly_est_pct,tp_rate_pct,sl_rate_pct,time_stop_rate_pct
216.0,-0.13475176649131448,-4.0426851725282775,44.907407407407405,-0.00010185185184903681,-0.0026017832317505566,-0.003499746185053887,44.907407407407405,55.092592592592595,0.0
